31000508,J133419,7.914021658738149e+18,-6643098128487724.0,-9.537786678164414e+18,-0.99
31000511,J125721,7.908799181679037e+18,7.215052585312629e+16,-9.534643330818075e+18,-0.99
31000516,J134618,7.900039786599484e+18,5.207763571848379e+16,-9.540833109777537e+18,-0.99
31000517,J154858,7.898072794926765e+18,-2.5042231521107976e+16,-9.535782517176785e+18,-0.99
31000510,J140112,7.903459072603729e+18,-8494223442800664.0,-9.538146457965132e+18,-0.99
31000518,J132052,7.900153051105582e+18,1.1894653946437868e+16,-9.547296880840448e+18,-0.99
31000512,J154515,7.906366658313353e+18,5.919349149363915e+16,-9.537711162790445e+18,-0.99
31000513,J135703,7.903437637070604e+18,-5986479740230572.0,-9.544122040143831e+18,-0.99
31000509,J150137,7.900404737069255e+18,5.613309960156394e+16,-9.534738541288774e+18,-0.99
31000514,J102347,7.900960018295993e+18,3.1186548608855692e+16,-9.540701877494348e+18,-0.99
31000515,J234942,7.902169115565563e+18,-2885304448101144.0,-9.542637422854824e+18,-0.99
31000543,J170552,7.914528656318363e+18,-2.902404322465799e+16,-9.523480326306738e+18,-0.99
31000545,J131240,7.91403232769792e+18,-2.3399900036985196e+16,-9.523454165912982e+18,-0.99
31000544,J104820,7.915232885425637e+18,4021559913718788.0,-9.523098649019478e+18,-0.99
31000546,J120442,7.905458449561656e+18,-2.7787544508946216e+16,-9.518116360411017e+18,-0.99
31000547,J105000,7.903507088318572e+18,5.611775568404762e+16,-9.516238906886638e+18,-0.99
31000540,J215736,7.918602070632633e+18,3343483775011724.0,-9.510758097348989e+18,-0.99
31000548,J164507,7.898442442494255e+18,2128883205312188.0,-9.51748782085971e+18,-0.99
31000542,J100033,7.912688995461521e+18,2.0478919796683556e+16,-9.52215494290351e+18,-0.99
31000549,J144956,7.883522231034498e+18,2.429114552523054e+16,-9.518059447879733e+18,-0.99
31000541,J163138,7.919407242291718e+18,7399514002869500.0,-9.511906093602365e+18,-0.99
31000539,J145316,7.918363090869508e+18,3.0098566306330724e+16,-9.511523464548215e+18,-0.99
31000504,J130854,7.880855879099922e+18,-1.1387387858072376e+16,-9.492432963009622e+18,-0.99
31000505,J164130,7.876454032064038e+18,5.265361392941659e+16,-9.49487015819808e+18,-0.99
31000503,J104328,7.876610186961334e+18,4.055937150254955e+16,-9.499751025749932e+18,-0.99
31000500,J120928,7.884640547468172e+18,3.5995637477850132e+16,-9.509024940491325e+18,-0.99
31000499,J162430,7.897498370394361e+18,-9366872846728436.0,-9.509844517151926e+18,-0.99
31000502,J105203,7.878473076985304e+18,-2.269929254246045e+16,-9.508196708059527e+18,-0.99
31000501,J132918,7.883017092505955e+18,6.251932303863445e+16,-9.507083022614198e+18,-0.99
31000507,J122331,7.893318305062276e+18,-1.6888968102348352e+16,-9.509237618370089e+18,-0.99
31000506,J110316,7.888927629435838e+18,-1.7669042925466336e+16,-9.5003098847712e+18,-0.99
31000524,J230207,7.911856474267118e+18,2.937036428749326e+16,-9.498161236212347e+18,-0.99
31000519,J114046,7.928472157848449e+18,6.012558440928344e+16,-9.487939592317743e+18,-0.99
31000523,J132559,7.914485412617348e+18,2.8045929626778868e+16,-9.49362210339941e+18,-0.99
31000522,J122246,7.916315130009397e+18,7.093757577535581e+16,-9.49779376245958e+18,-0.99
